product_url,item_type,image_link,auction_date,location,product_name,lot_id,auctioner,website,description
https://auctionresource.com/auctions/11928/r1-upper-midwest-const--truck-unreserved-auction/3477612/unused-open-weldable-quick-plate,plate,https://auctionresource.azureedge.net/blob/images/auction-images%2F2022-09-26%2Fb01e0dfa-738a-4417-b6f0-9702829d8a3e.jpg?preset=740x555,"October 4, 2022 9:00 AM","
                            Glencoe, MN 55336, USA
                        ",(UNUSED) OPEN WELDABLE QUICK PLATE,276477,Jeff Martin Auctioneers Inc.,auctionresource,"PLATE IS ONLY TACK WELDED, SKID STEER ATTACHMENT"
https://auctionresource.com/auctions/13937/weekly-online-only-equipment-auction/3496163/2016-toro-rp-1200d,plate,https://auctionresource.azureedge.net/blob/images/auction-images%2F2022-09-28%2F87257fd1-3b26-49e8-a827-bbee9f718c06.jpg?preset=740x555,"October 4, 2022 11:00 AM","
                            United States
                        ",2016 Toro RP-1200D,uction Alerts:,bidadoo - Online Auctions,auctionresource,
https://auctionresource.com/auctions/12282/unreserved-october-6-heavy-equipment-auction/3458645/wacker-neuson-wp1550,plate,https://auctionresource.azureedge.net/blob/images/auction-images%2F2022-09-25%2Fdbe8d7f3-1cda-495b-bdc3-60977fa90002.jpg?preset=740x555,"October 6, 2022 9:00 AM","
                            Huntsville, AL, USA
                        ",WACKER NEUSON WP1550,129,Iron Auction Group,auctionresource,WACKER WP1550A VIBRATORY PLATE COMPACTOR HONDA GAS ENGINE
https://auctionresource.com/auctions/12997/oct-05-2022---equipment-auction/3354415/john-deere-radiator-screen,plate,https://auctionresource.azureedge.net/blob/images/auction-images%2F2022-09-24%2Fc9f25e7b-9040-465f-91a8-aab67bcf8b5c.jpg?preset=740x555,"October 5, 2022 10:00 AM","
                            213 Beaver St, St Edward, NE 68660, USA
                        ",John Deere Radiator Screen,HC6496,BigIron Auctions,auctionresource,"John Deere Radiator Screen, NOTE: Bottom Plate Has Rust"
https://auctionresource.com/auctions/13454/huge-pre-harvest-farm--heavy-equipment-auction/3505292/unused-lot-of-12-boxes-4-led-black-shoplights,plate,https://auctionresource.azureedge.net/blob/images/auctioneer-logos/2647/0575e768-9b0f-4bf3-99c3-610978a0fdfb.jpg?preset=height-95-pad,"October 20, 2022 10:00 AM","
                            2408 US-64, Wynne, AR 72396, USA
                        ",Unused Lot of (12) Boxes 4' LED Black Shoplights,3117,Witcher Auctions LLC,auctionresource,"Integrated LED, linkable diamond plate, 120V, Lithonia Lighting, 4000K Lumens"
https://auctionresource.com/auctions/13454/huge-pre-harvest-farm--heavy-equipment-auction/3505291/unused-lot-of-12-boxes-4-led-black-shoplights,plate,https://auctionresource.azureedge.net/blob/images/auctioneer-logos/2647/0575e768-9b0f-4bf3-99c3-610978a0fdfb.jpg?preset=height-95-pad,"October 20, 2022 10:00 AM","
                            2408 US-64, Wynne, AR 72396, USA
                        ",Unused Lot of (12) Boxes 4' LED Black Shoplights,3116,Witcher Auctions LLC,auctionresource,"Integrated LED, linkable diamond plate, 120V, Lithonia Lighting, 4000K Lumens"
https://auctionresource.com/auctions/13805/monthly-public-auction---sacramento-ca/3479934/caterpillar-420,plate,https://auctionresource.azureedge.net/blob/images/auction-images%2F2022-09-26%2F1ff2f861-797c-46aa-81d9-f2a0e6af4656.jpg?preset=740x555,"October 8, 2022 12:00 AM","
                            Sacramento, CA 95826, USA
                        ",CATERPILLAR 420,6150,Bar None Auction,auctionresource,"S/N-AD12279
Ear Width 8 1/2"" & 10"", Pin To Pin 14"""
https://auctionresource.com/auctions/12948/isa-heavy-equipment-auction/3400980/6730--2005-log-cabin-pto-post-pounder,plate,https://auctionresource.azureedge.net/blob/images/auction-images%2F2022-09-28%2F970f58ca-c003-4beb-b1aa-ecfe266dd51d.jpg?preset=740x555,"October 13, 2022 4:00 PM","
                            N295 Tree Ln, Merrill, WI 54452, USA
                        ",#6730 • 2005 Log Cabin PTO Post Pounder,6730,Integrity Sales & Auction,auctionresource,"Skid Steer Plate, Hydraulic Auger Motor"
https://auctionresource.com/auctions/12948/isa-heavy-equipment-auction/3328585/17623--rhodes-19-aluminum-dump-box,plate,https://auctionresource.azureedge.net/blob/images/auction-images%2F2022-09-28%2F5aa1404f-f235-44b2-9308-85e23e6a1f21.jpg?preset=740x555,"October 13, 2022 4:00 PM","
                            N295 Tree Ln, Merrill, WI 54452, USA
                        ",#17623 • Rhodes 19' Aluminum Dump Box,17623,Integrity Sales & Auction,auctionresource,"Includes Hoist, Pump, Tank, Hitch Plate, Tarper"
https://auctionresource.com/auctions/11801/public-equipment-auction---day-1/3462058/2015-honda-gx390,plate,https://auctionresource.azureedge.net/blob/images/auction-images%2F2022-09-25%2Faaa5c2c0-d105-40e6-9692-d0953e6eb3d3.jpg?preset=740x555,"September 30, 2022 8:00 AM","
                            Windsor Locks, CT, USA
                        ",2015 HONDA GX390,118401,Sales Auction Company LLC,auctionresource,"Model DPU5545, Honda GX390 gas engine"
https://auctionresource.com/auctions/11801/public-equipment-auction---day-1/3462059/2015-honda-gx390,plate,https://auctionresource.azureedge.net/blob/images/auction-images%2F2022-09-25%2F17e52f11-3fa6-4cf4-aa17-c12fcaf739ab.jpg?preset=740x555,"September 30, 2022 8:00 AM","
                            Windsor Locks, CT, USA
                        ",2015 HONDA GX390,118402,Sales Auction Company LLC,auctionresource,"Model DPU5545, Honda GX390 gas engine"
https://auctionresource.com/auctions/13215/october-1st-consignment-auction/3503546/2007-dodge-2500,plate,https://auctionresource.azureedge.net/blob/images/auction-images%2F2022-09-29%2F19db3b76-bf68-498e-aa79-1488d3f3bd56.jpg?preset=740x555,"October 1, 2022 12:00 AM","
                            Wichita Falls, TX, USA
                        ",2007 DODGE 2500,422,Gee Auctions,auctionresource,"Year: 2007
Make: Dodge
Model: Ram Pickup 2500
Vehicle Type: Pickup Truck
Mileage: 192,900
Plate:
Body Type: 4 Door Cab; Extended; Quad
Trim Level: ST; Sport; SLT; TRX4 off road; Power Wagon; Laramie
Drive Line: 4WD
Engine Type: L6, 5.9L; High Output; Turbo
Fuel Type: Diesel
Horsepower:
Transmission:
VIN #: 3d7ks28cx7g752989

Features and Notes: runs and drives, sells with a title, flat bed, standard shift 4x4"
https://auctionresource.com/auctions/13215/october-1st-consignment-auction/3503511/1992-gmc-topkick,plate,https://auctionresource.azureedge.net/blob/images/auction-images%2F2022-09-29%2F85ca65d2-db83-4ea1-b74e-e40744271401.jpg?preset=740x555,"October 1, 2022 12:00 AM","
                            Wichita Falls, TX, USA
                        ",1992 GMC TOPKICK,390,Gee Auctions,auctionresource,"Year: 1992
Make: GMC
Model: C7000 Topkick
Vehicle Type: Truck
Mileage:
Plate:
Body Type: Medium Conventional Cab & Chassis
Trim Level:
Drive Line: 4x2
Engine Type: V8, 6.0L (366 CID)
Fuel Type: Gasoline
Horsepower:
Transmission:
VIN #: 1gdj7h1p0nj516690

Features and Notes: vac truck, sells with a title, runs and drives"
https://auctionresource.com/auctions/14081/fall-3-day-absolute-auction---ring-1/3476048/mustang-lf88,plate,https://auctionresource.azureedge.net/blob/images/auction-images%2F2022-09-27%2F2161e680-3388-4d53-9959-92cbff56b40c.jpg?preset=740x555,"September 29, 2022 9:00 AM","
                            1715 Garden Village Dr, White Pine, TN 37890, USA
                        ",MUSTANG LF88,1055,ProTEAM Auction,auctionresource,TAG#22128
https://auctionresource.com/auctions/14081/fall-3-day-absolute-auction---ring-1/3476076/mustang-lf88,plate,https://auctionresource.azureedge.net/blob/images/auction-images%2F2022-09-27%2F557d3da1-6519-4d95-9de3-f7bad6af4df4.jpg?preset=740x555,"September 29, 2022 9:00 AM","
                            1715 Garden Village Dr, White Pine, TN 37890, USA
                        ",MUSTANG LF88,1056,ProTEAM Auction,auctionresource,TAG#22127
https://auctionresource.com/auctions/11801/public-equipment-auction---day-1/3205968/wacker-dpu4045,plate,https://auctionresource.azureedge.net/blob/images/auction-images%2F2022-09-25%2F4dafeb09-4618-4455-85d2-a1f8ff72051f.jpg?preset=740x555,"September 30, 2022 8:00 AM","
                            Windsor Locks, CT, USA
                        ",WACKER DPU4045,113516,Sales Auction Company LLC,auctionresource,"Yanmar diesel, S/N 6052112, EQUIPMENT FROM PELLETIER BUILDERS"
https://auctionresource.com/auctions/13756/september-online-farm-consignment/3430695/new-36-mini-skidsteer-bucket,plate,https://auctionresource.azureedge.net/blob/images/auction-images%2F2022-09-30%2F874e8776-9725-4a2a-8784-9e1381c9aa7a.jpg?preset=740x555,"September 29, 2022 9:00 AM","
                            WI-33 & WI-23, Reedsburg, WI 53959, USA
                        ","New 36"" mini skidsteer bucket",406,Gavin Bros. Auctioneers | Real Estate,auctionresource,"35"" adapter plate"
https://auctionresource.com/auctions/11801/public-equipment-auction---day-1/3290772/mustang-lf88,plate,https://auctionresource.azureedge.net/blob/images/auction-images%2F2022-09-25%2F60639431-7820-42be-83a1-2e328902ed4e.jpg?preset=740x555,"September 30, 2022 8:00 AM","
                            Windsor Locks, CT, USA
                        ",MUSTANG LF88,120704,Sales Auction Company LLC,auctionresource,"Gas engine, water system, NEW AND UNUSED"
https://auctionresource.com/auctions/12856/randy-braswell-estate--business-liquidation/3148993/645--metal-john-deere-road-novelty-sign-and-antique-license-plate,plate,https://auctionresource.azureedge.net/blob/images/auction-images%2F2022-09-06%2F1aab3e87-52dc-4acc-ac1a-a669256a2d66.jpg?preset=740x555,"October 6, 2022 11:00 AM","
                            Magnolia, MS, USA
                        ",#645 • METAL JOHN DEERE ROAD NOVELTY SIGN AND ANTIQUE LICENSE PLATE,645,Henderson Auctions,auctionresource,No description
https://auctionresource.com/auctions/13784/online-consignment-auction/3492787/e-aluminum-diamond-plate,plate,https://auctionresource.azureedge.net/blob/images/auction-images%2F2022-09-27%2Fb9a986f6-ce37-4cee-9c7d-bbd25051c9d2.jpg?preset=740x555,"October 21, 2022 8:00 AM","
                            Rootstown Township, OH, USA
                        ",e. Aluminum diamond plate,3039,Edinburg Auction Sales Inc,auctionresource,
https://auctionresource.com/auctions/13958/swensons-auction-barn-october-online-auction/3451007/diamond-plate-steel-sheet,plate,https://auctionresource.azureedge.net/blob/images/auction-images%2F2022-09-24%2Fb70020bd-d2f0-466b-a8b7-a4eb12101cd9.jpg?preset=740x555,"October 12, 2022 12:00 AM","
                            Powell, WY 82435, USA
                        ",Diamond Plate Steel Sheet,160,Swenson's Auctions,auctionresource,"- Approx. 96"" x 36"" x 1/4"""
https://auctionresource.com/auctions/13105/machinery-auction/3491667/open-weldable-quick-plate,plate,https://auctionresource.azureedge.net/blob/images/auction-images%2F2022-09-27%2Fb78f3e90-1705-4632-8611-007e9e36b9a4.jpg?preset=740x555,"October 6, 2022 10:00 AM","
                            15488 US-51, Grenada, MS 38901, USA
                        ",OPEN WELDABLE QUICK PLATE,625,"Taylor Auction & Realty, Inc.",auctionresource,LOCATED ON NORTH FENCE
https://auctionresource.com/auctions/11802/public-equipment-auction---day-2/3302134/steel-road-plate,plate,https://auctionresource.azureedge.net/blob/images/auction-images%2F2022-09-26%2Feeb987d0-cb42-4b53-87fc-77676b3440ce.jpg?preset=740x555,"October 1, 2022 8:00 AM","
                            Windsor Locks, CT, USA
                        ",Steel Road Plate,221936,Sales Auction Company LLC,auctionresource,"60"" x 96"" x 5/16"", NEW AND UNUSED"
https://auctionresource.com/auctions/11801/public-equipment-auction---day-1/2804437/blank-quick-tach-plate,plate,https://auctionresource.azureedge.net/blob/images/auction-images%2F2022-09-25%2Fb0196898-8746-4ac5-956d-db8c6c5c4569.jpg?preset=740x555,"September 30, 2022 8:00 AM","
                            Windsor Locks, CT, USA
                        ",Blank Quick Tach Plate,119208,Sales Auction Company LLC,auctionresource,"Fits skid steer, NEW AND UNUSED"
https://auctionresource.com/auctions/11801/public-equipment-auction---day-1/3290864/quick-tach-plate,plate,https://auctionresource.azureedge.net/blob/images/auction-images%2F2022-09-25%2F2de3fe1a-ca1c-4ecc-be35-9d6118f4d12f.jpg?preset=740x555,"September 30, 2022 8:00 AM","
                            Windsor Locks, CT, USA
                        ",Quick Tach Plate,122081,Sales Auction Company LLC,auctionresource,"Fits skid steer, NEW AND UNUSED"
https://auctionresource.com/auctions/11801/public-equipment-auction---day-1/3205761/blank-quick-tach-plate,plate,https://auctionresource.azureedge.net/blob/images/auction-images%2F2022-09-25%2F2c79452e-7a09-4397-bf95-49ec8375b3b0.jpg?preset=740x555,"September 30, 2022 8:00 AM","
                            Windsor Locks, CT, USA
                        ",Blank Quick Tach Plate,119931,Sales Auction Company LLC,auctionresource,"Fits skid steer, NEW AND UNUSED"
https://auctionresource.com/auctions/11928/r1-upper-midwest-const--truck-unreserved-auction/3477618/unused-closed-weldable-quick-plate,plate,https://auctionresource.azureedge.net/blob/images/auction-images%2F2022-09-26%2F841fd446-7fba-41ef-8a92-f849e0843cba.jpg?preset=740x555,"October 4, 2022 9:00 AM","
                            Glencoe, MN 55336, USA
                        ",(UNUSED) CLOSED WELDABLE QUICK PLATE,276485,Jeff Martin Auctioneers Inc.,auctionresource,"PLATE IS ONLY TACK WELDED, SKID STEER ATTACHMENT"
https://auctionresource.com/auctions/11801/public-equipment-auction---day-1/2804554/mikasa-plate-compactor,plate,https://auctionresource.azureedge.net/blob/images/auction-images%2F2022-09-25%2F4953777d-92f3-4a05-a294-e9cebee05eaf.jpg?preset=740x555,"September 30, 2022 8:00 AM","
                            Windsor Locks, CT, USA
                        ",Mikasa Plate Compactor,112167,Sales Auction Company LLC,auctionresource,"Yanmar diesel, electric start, EQUIPMENT FROM DOC"
https://auctionresource.com/auctions/13958/swensons-auction-barn-october-online-auction/3449930/1950s-era-buffet-white-plate-framed-print,plate,https://auctionresource.azureedge.net/blob/images/auction-images%2F2022-09-24%2F983c0b77-eeb4-41c6-b244-acabcf5eb9c9.jpg?preset=740x555,"October 12, 2022 12:00 AM","
                            Powell, WY 82435, USA
                        ",1950s Era Buffet (White Plate) Framed Print,625,Swenson's Auctions,auctionresource,"- Line No.1957L
- Framed No. 545D-741-83MX
- Order No. 3287
- Subject - White Plate
- Artist - Buffet"
https://auctionresource.com/auctions/13451/september-monthly-day-2-auction/3306491/open-weld-on-quick-attach-plate,plate,https://auctionresource.azureedge.net/blob/images/auction-images%2F2022-09-27%2Fd6880160-fec8-4e52-bc95-0bfa12716242.jpg?preset=740x555,"September 29, 2022 9:00 AM","
                            Chattanooga, TN, USA
                        ",Open Weld on Quick Attach Plate,50,Compass Auctions & Real Estate,auctionresource,"Located in: Chattanooga, TN
Open Weld on Quick Attach Plate
**Sold as is Where is**"
https://auctionresource.com/auctions/13105/machinery-auction/3491651/closed-weladable-quick-plate,plate,https://auctionresource.azureedge.net/blob/images/auction-images%2F2022-09-27%2Fa3d86d96-5751-486e-bc8e-559f00e4affd.jpg?preset=740x555,"October 6, 2022 10:00 AM","
                            15488 US-51, Grenada, MS 38901, USA
                        ",CLOSED WELADABLE QUICK PLATE,627,"Taylor Auction & Realty, Inc.",auctionresource,LOCATED ON NORTH FENCE
https://auctionresource.com/auctions/11802/public-equipment-auction---day-2/2751594/steel-road-plate,plate,https://auctionresource.azureedge.net/blob/images/auction-images%2F2022-09-26%2Ff8b7f9f3-a7f8-408b-9759-4d8e1676ca47.jpg?preset=740x555,"October 1, 2022 8:00 AM","
                            Windsor Locks, CT, USA
                        ",Steel Road Plate,215015,Sales Auction Company LLC,auctionresource,"60"" x 120"" x 5/8"", NEW AND UNUSED"
https://auctionresource.com/auctions/11801/public-equipment-auction---day-1/3290874/quick-tach-plate,plate,https://auctionresource.azureedge.net/blob/images/auction-images%2F2022-09-25%2F9e8ec8e1-c14e-4fb1-9b93-b1bb30222dde.jpg?preset=740x555,"September 30, 2022 8:00 AM","
                            Windsor Locks, CT, USA
                        ",Quick Tach Plate,122091,Sales Auction Company LLC,auctionresource,"Fits skid steer, NEW AND UNUSED"
https://auctionresource.com/auctions/11801/public-equipment-auction---day-1/3290861/quick-tach-plate,plate,https://auctionresource.azureedge.net/blob/images/auction-images%2F2022-09-25%2Fd07dc074-6562-4d5a-a648-71dcec6572a3.jpg?preset=740x555,"September 30, 2022 8:00 AM","
                            Windsor Locks, CT, USA
                        ",Quick Tach Plate,122078,Sales Auction Company LLC,auctionresource,"Fits skid steer, NEW AND UNUSED"
https://auctionresource.com/auctions/11801/public-equipment-auction---day-1/3205757/blank-quick-tach-plate,plate,https://auctionresource.azureedge.net/blob/images/auction-images%2F2022-09-25%2F90d90519-5cad-4464-86fd-848a55541782.jpg?preset=740x555,"September 30, 2022 8:00 AM","
                            Windsor Locks, CT, USA
                        ",Blank Quick Tach Plate,119927,Sales Auction Company LLC,auctionresource,"Fits skid steer, NEW AND UNUSED"
https://auctionresource.com/auctions/11801/public-equipment-auction---day-1/3290731/skid-steer-blank-plate,plate,https://auctionresource.azureedge.net/blob/images/auction-images%2F2022-09-25%2Fc39fa2b3-5d61-4c16-a5c2-cf1c591bec0c.jpg?preset=740x555,"September 30, 2022 8:00 AM","
                            Windsor Locks, CT, USA
                        ","Skid Steer Blank Plate,",117802,Sales Auction Company LLC,auctionresource,Chain Lifting Sling
